Date Sample Collected,Time Sample Collected,Temperature,Dissolved Oxygen,pH,E.Cond.,Secchi Depth,Salinity (Field),E. coli,Thermotolerant coliforms,Intestinal enterococci,Chlorophyll a,Chloro-a Phenophytin ratio,BOD5,Suspended Solids,Organic Carbon - Total,Ammonia as N,Nitrate + Nitrite as N,Phosphate as P,Total Nitrogen as N,Total Phosphorus as P,TKN as N (TN-NOX)
2017-09-27T00:00:00,09:25:00,24.1,5.9,7.5,35300,1.5,22.2,4 EST,4 EST,1 EST,2.7,1.1,<3,19,8.2,0.15,0.14,0.07,0.72,0.11,0.58
2017-09-27T00:00:00,09:40:00,24.3,4.2,7.5,34700,1.3,21.8,7 EST,7 EST,4 EST,2.1,1,<3,12,6.9,0.16,0.15,0.071,0.71,0.11,0.56
2017-09-27T00:00:00,10:05:00,24.5,7.6,7.4,38800,1.3,24.7,15,16,5 EST,2.1,1,<3,13,6.2,0.16,0.11,0.067,0.59,0.1,0.48
2017-09-27T00:00:00,10:30:00,24.4,3.8,7.5,37400,1,23.7,16,18,9 EST,2.1,1.1,<3,18,7.4,0.12,0.088,0.058,0.54,0.09,0.45
2017-11-30T00:00:00,08:20:00,25.6,6,7.4,25800,0.9,15.7,510,650,640,3.7,1.1,<3,2,5.3,0.029,0.027,0.042,0.45,0.08,0.42
2017-11-30T00:00:00,08:45:00,26.4,5,7.5,34700,0.9,21.8,280,310,260,2.1,1.1,<3,3,5.2,0.034,0.021,0.05,0.46,0.09,0.44
2017-11-30T00:00:00,09:10:00,26.6,4.9,7.4,32200,1.1,20.1,190,250,420,6.9,1.1,<3,2,5.5,0.042,0.05,0.054,0.53,0.1,0.48
2017-11-30T00:00:00,09:40:00,26.6,7.5,7.4,29300,1,18.1,340,410,560,6.4,1.1,<3,3,6,0.039,0.07,0.056,0.57,0.1,0.5
2017-11-30T00:00:00,10:05:00,26.7,4.3,7.3,31200,0.8,19.4,380,490,570,4.8,1.1,<3,2,5.3,0.068,0.047,0.062,0.5,0.1,0.45
2017-11-30T00:00:00,10:20:00,27.1,3.4,7.3,32800,0.9,20.5,91,120,81,3.2,1.1,<3,21,4.9,0.086,0.036,0.067,0.49,0.1,0.46
2017-11-30T00:00:00,10:45:00,26.6,4,7.2,23700,0.9,14.4,350,380,690,3.2,1.1,<3,2,4.9,0.08,0.034,0.052,0.43,0.09,0.4
2017-11-30T00:00:00,11:15:00,26.2,5.4,7.1,19400,0.9,11.5,860,920,2100,2.1,1.1,<3,5,4.7,0.091,0.043,0.047,0.45,0.09,0.4
2017-12-14T00:00:00,07:40:00,26.9,6.1,7.7,34700,0.8,23,8 EST,9 EST,1 EST,6.9,1.1,6,14,6,0.005,<0.005,0.031,0.43,0.08,0.43
2017-12-14T00:00:00,08:25:00,27.1,5.8,7.5,30200,0.8,20,3 EST,4 EST,<1,8.5,1.2,3,19,6.7,0.005,<0.005,0.037,0.51,0.09,0.51
2017-12-14T00:00:00,08:50:00,27.8,5.9,7.5,28600,0.85,19,3 EST,5 EST,2 EST,14,1.2,3,16,6.7,<0.005,<0.005,0.045,0.56,0.11,0.56
2017-12-14T00:00:00,09:20:00,27.8,7.4,7.5,28200,0.9,19,6 EST,12 EST,3 EST,11,1.2,3,14,6.9,0.005,<0.005,0.065,0.58,0.13,0.58
2017-12-14T00:00:00,09:50:00,27.9,5.8,7.5,29000,0.9,19,8 EST,55 EST,5 EST,14,1.2,3,15,6.8,0.005,<0.005,0.046,0.52,0.1,0.52
2017-12-14T00:00:00,10:05:00,28,7.3,7.4,27000,0.95,18,7 EST,21,1 EST,17,1.3,3,16,5.9,0.006,<0.005,0.049,0.56,0.12,0.56
2017-12-14T00:00:00,10:30:00,28,5.1,7.2,23700,0.9,16,16,55 EST,6 EST,11,1.2,<3,10,5.7,0.009,0.007,0.052,0.46,0.11,0.46
2017-12-14T00:00:00,10:50:00,28,5.5,7.2,20400,0.9,14,1 EST,7 EST,2 EST,9.1,1.2,<3,12,5.7,0.005,<0.005,0.048,0.43,0.1,0.43
2018-01-11T00:00:00,07:15:00,29.6,8.5,7.7,36500,0.7,23.1,4 EST,16,1 EST,5.9,1.1,<3,9,7,<0.005,<0.005,0.055,0.44,0.1,0.44
2018-01-11T00:00:00,07:40:00,29.7,6.7,7.6,35600,0.7,22.4,2 EST,7  EST,<1,8.5,1.2,<3,4,7,<0.005,<0.005,0.068,0.49,0.13,0.49
2018-01-11T00:00:00,08:15:00,29.9,7,7.6,32600,0.8,20.3,7 EST,14 EST,1 EST,6.4,1.1,<3,7,7,<0.005,<0.005,0.11,0.53,0.16,0.53
2018-01-11T00:00:00,08:50:00,30,5.9,7.5,31600,0.9,19.7,4 EST,5 EST,3 EST,11,1.2,<3,9,7,<0.005,<0.005,0.13,0.55,0.18,0.55
2018-01-11T00:00:00,09:20:00,30.1,5.8,7.5,33300,0.95,20.8,4 EST,10 EST,4 EST,13,1.2,<3,2,7,<0.005,<0.005,0.087,0.5,0.14,0.5
2018-01-11T00:00:00,09:45:00,30.5,6.5,7.4,31500,0.9,19.6,8 EST,16 EST,<1,14,1.2,<3,11,6,<0.005,<0.005,0.083,0.51,0.14,0.51
2018-01-11T00:00:00,10:05:00,30.8,6.4,7.4,28600,0.9,17.6,23,36,11,14,1.2,<3,7,6,<0.005,<0.005,0.08,0.48,0.14,0.48
2018-01-11T00:00:00,10:35:00,30.7,6.1,7.4,25400,0.95,15.5,27,66,12,12,1.2,<3,7,6,<0.005,<0.005,0.074,0.47,0.14,0.47
2018-02-08T00:00:00,07:20:00,25.2,6.2,7.8,44300,1.2,28.6,1 EST,2 EST,2 EST,3.7,1.1,<3,18,6,<0.005,<0.005,0.059,0.38,0.09,0.38
2018-02-08T00:00:00,07:55:00,25.6,6.9,7.8,43400,1.2,27.9,5 EST,8 EST,3 EST,6.9,1.1,<3,12,6,<0.005,<0.005,0.084,0.43,0.12,0.43
2018-02-08T00:00:00,08:25:00,26.1,6.4,7.7,40800,1.1,26.1,3 EST,3 EST,<1,9.6,1.2,<3,15,7,<0.005,<0.005,0.087,0.44,0.13,0.44
2018-02-08T00:00:00,08:48:00,26.4,6.2,7.7,38700,1,24.6,8 EST,9 EST,1 EST,8.7,1.1,<3,19,6,<0.005,<0.005,0.088,0.42,0.13,0.42
2018-02-08T00:00:00,09:10:00,26.5,5.9,7.7,39900,1,25.5,2 EST,2 EST,1 EST,13,1.2,<3,14,7,<0.005,<0.005,0.089,0.43,0.14,0.43
2018-02-08T00:00:00,09:58:00,26.6,6.3,7.7,35600,0.9,22.4,4 EST,15,7 EST,11,1.2,<3,10,6,<0.005,<0.005,0.082,0.4,0.13,0.4
2018-02-08T00:00:00,10:30:00,26.5,6,7.6,33500,0.9,20.9,41,52,10,13,1.2,4,18,6,<0.005,<0.005,0.075,0.4,0.13,0.4
2018-03-15T00:00:00,09:10:00,24.9,7.2,7.6,23700,1.2,14.4,34,64 EST,14,6.4,1.1,3,5,9,0.099,0.099,0.055,0.75,0.09,0.65
2018-03-15T00:00:00,09:50:00,25,5.9,7.4,18400,1.1,10.9,100,100,50,2.7,1.1,<3,<2,10,0.15,0.12,0.065,0.75,0.1,0.63
2018-03-15T00:00:00,10:20:00,25.5,5.7,7.3,13700,1.1,7.9,75,75 EST,42,4.8,1.1,<3,<2,10,0.13,0.16,0.064,0.81,0.1,0.65
2018-03-15T00:00:00,10:50:00,25.5,5.4,7.3,14200,1,8.2,55,82 EST,98,4.8,1.1,<3,3,10,0.13,0.18,0.064,0.85,0.1,0.67
2018-03-15T00:00:00,11:25:00,25.6,5.2,7.2,11100,0.8,6.3,120,140,130,3.7,1.1,<3,3,11,0.15,0.12,0.068,0.79,0.11,0.67
2018-03-15T00:00:00,11:50:00,25.5,5.1,7.1,7910,0.9,4.4,190,220,120,3.7,1.1,<3,<2,12,0.15,0.11,0.067,0.76,0.11,0.65
2018-03-15T00:00:00,12:05:00,25.3,5.5,7.1,3330,0.8,1.7,470,490,350,2.7,1.1,<3,<2,12,0.11,0.097,0.057,0.71,0.1,0.61
2018-03-15T00:00:00,12:35:00,25,6.1,7.1,1180,0.8,0.6,350,390,280,2.7,1.1,<3,2,13,0.075,0.082,0.037,0.67,0.08,0.59
2018-04-11T00:00:00,07:30:00,24.7,6.9,7.7,26700,1.3,16.3,27,45,3 EST,6.7,1.1,<3,23,11,0.005,<0.005,0.032,0.45,0.06,0.45
2018-04-11T00:00:00,08:05:00,25.4,6.7,7.7,25400,1.3,15.5,14,16,4 EST,7.3,1.1,<3,13,11,0.005,<0.005,0.081,0.53,0.13,0.53
2018-04-11T00:00:00,08:38:00,25.8,6.5,7.7,22600,1.4,13.6,13,40,9,9.3,1.1,<3,15,11,0.008,0.011,0.081,0.61,0.13,0.6
2018-04-11T00:00:00,09:10:00,25.9,6.1,7.8,21700,1.4,13.1,45,57,16,11,1.2,<3,23,10,0.03,0.031,0.093,0.68,0.15,0.65
2018-04-11T00:00:00,09:40:00,25.9,5.6,7.5,22000,1.1,13.2,24,36,10 EST,15,1.2,<3,40,11,0.022,0.021,0.085,0.61,0.14,0.59
2018-04-11T00:00:00,10:05:00,26.1,5.2,7.4,20000,1.2,11.9,42,50,14,12,1.2,<3,17,10,0.01,0.013,0.061,0.58,0.12,0.57
2018-04-11T00:00:00,10:30:00,26.1,5.1,7.4,15200,1.1,8.8,190,310,52,13,1.2,<3,13,11,0.006,0.008,0.039,0.55,0.09,0.55
2018-04-11T00:00:00,10:48:00,26,5.4,7.3,8850,0.9,4.9,230,300,55,9.3,1.1,<3,9,11,0.015,0.01,0.028,0.59,0.15,0.58
2018-05-03T00:00:00,07:35:00,21.6,6.3,7.5,40800,1.5,26,3 EST,5 EST,4 EST,10,1.2,<3,20,9,0.007,<0.005,0.024,0.37,0.06,0.37
2018-05-03T00:00:00,08:10:00,21.9,6.2,7.6,41700,1.5,26.7,7 EST,8 EST,5 EST,13,1.2,<3,20,8,0.007,<0.005,0.028,0.41,0.07,0.41
2018-05-03T00:00:00,08:30:00,22.2,6.1,7.5,37900,1.5,24,9 EST,12 EST,3 EST,11,1.2,<3,21,8,0.006,<0.005,0.027,0.4,0.07,0.4
2018-05-03T00:00:00,08:52:00,22.2,5.7,7.5,36200,1.5,22.8,7 EST,9 EST,5 EST,11,1.2,<3,14,9,0.012,0.012,0.027,0.41,0.07,0.39
2018-05-03T00:00:00,09:15:00,22.7,6,7.5,33600,1.5,21.1,18,24,7 EST,11,1.2,<3,15,9,0.011,0.025,0.029,0.45,0.07,0.43
2018-05-03T00:00:00,09:30:00,22.3,5.1,7.4,34300,1.6,21.5,14,19,9 EST,11,1.2,<3,19,9,0.016,0.012,0.024,0.43,0.07,0.41
2018-05-03T00:00:00,09:54:00,22.4,5.4,7.4,32400,1.6,20.2,22,28,13,9.1,1.2,<3,33,8,0.032,0.013,0.025,0.4,0.07,0.39
2018-05-03T00:00:00,10:25:00,22.4,5.3,7.3,30800,1.4,19.1,38,40,22,11,1.2,<3,16,8,0.034,0.013,0.025,0.38,0.07,0.37
2018-07-05T00:00:00,08:15:00,18.7,6.2,7.5,42200,1.4,27,<1,5 EST,3 EST,2,1.1,<3,23,5,0.091,0.052,0.048,0.47,0.08,0.42
2018-07-05T00:00:00,08:50:00,19.1,5.6,7.5,43300,1.4,27.8,6 EST,8 EST,7 EST,2,1,<3,12,<0.5,0.11,0.059,0.055,0.48,0.08,0.43
2018-07-05T00:00:00,09:15:00,19.2,5,7.4,40800,1.5,26,5 EST,6 EST,10 EST,1.3,1,<3,9,<0.5,0.12,0.065,0.054,0.48,0.08,0.42
2018-07-05T00:00:00,09:40:00,19.3,4.2,7.4,39400,1.4,25,8 EST,8 EST,8 EST,1.3,1,<3,59,<0.5,0.12,0.073,0.049,0.5,0.07,0.42
2018-07-05T00:00:00,10:10:00,19.3,4.7,7.3,40200,1.4,25.6,11,13,8 EST,<1,1,<3,10,<0.5,0.12,0.071,0.047,0.48,0.07,0.41
2018-07-05T00:00:00,10:25:00,19.4,4.4,7.3,39100,1.5,24.8,23,28,7 EST,1.3,1,<3,36,<0.5,0.11,0.074,0.039,0.48,0.06,0.41
2018-07-05T00:00:00,10:50:00,19.5,5.6,7.3,37100,1.3,23.4,27,31,14,2.7,1.1,<3,19,<0.5,0.097,0.073,0.036,0.46,0.06,0.38
2018-07-05T00:00:00,11:15:00,19.6,4.7,7.3,35200,1.1,22.1,51,53,27,2.7,1.1,<3,37,<0.5,0.082,0.071,0.03,0.41,0.05,0.34
2018-08-02T00:00:00,08:10:00,17.5,6.1,7.5,44600,1.5,28.6,1 EST,1 EST,2 EST,8,1.2,<3,4,<5.0,0.052,0.049,0.053,0.42,0.08,0.38
2018-08-02T00:00:00,08:50:00,18.1,5.8,7.5,44900,1.5,28.9,4 EST,4 EST,2 EST,2,1.1,<3,9,<5.0,0.062,0.056,0.06,0.46,0.09,0.41
2018-08-02T00:00:00,09:20:00,17.1,5.8,7.5,38900,1.7,24.6,4 EST,5 EST,<1,1.3,1,<3,8,<5.0,0.072,0.075,0.077,0.46,0.1,0.4
2018-08-02T00:00:00,09:45:00,18.4,5.1,7.5,41600,1.6,26.6,5 EST,5 EST,3 EST,2,1,<3,12,<5.0,0.072,0.062,0.055,0.42,0.08,0.37
2018-08-02T00:00:00,10:05:00,18.5,5.5,7.5,41600,1.7,26.5,9,16,5 EST,2.7,1.1,<3,10,<5.0,0.068,0.069,0.086,0.47,0.12,0.41
2018-08-02T00:00:00,10:25:00,18.6,5.1,7.4,40700,1.7,25.9,2 EST,3 EST,<1,2,1,<3,6,<5.0,0.07,0.058,0.046,0.42,0.07,0.37
2018-08-02T00:00:00,10:45:00,18.2,6.6,7.4,38900,1.6,24.6,7 EST,7 EST,5 EST,2,1,<3,13,8,0.065,0.055,0.037,0.4,0.06,0.36
2018-08-02T00:00:00,11:10:00,18.3,5.3,7.4,35400,1.6,22.2,14,14,10,1.3,1,<3,4,6,0.06,0.05,0.03,0.39,0.05,0.34
2018-09-06T00:00:00,08:20:00,18.9,7.5,7.6,47700,1.5,30.9,3 EST,4 EST,8 EST,2.1,1,<3,22,<5.0,0.056,0.053,0.039,0.44,0.06,0.38
2018-09-06T00:00:00,08:55:00,19.4,6.4,7.6,45900,1.4,29.6,6 EST,20,4 EST,3.2,1.1,<3,17,<5.0,0.063,0.063,<0.005,0.45,0.07,0.39
2018-09-06T00:00:00,09:20:00,19.9,6.8,7.5,42200,1.5,27,4 EST,6 EST,5 EST,3.7,1.1,<3,26,<5.0,0.14,0.15,0.08,0.67,0.11,0.52
2018-09-06T00:00:00,09:50:00,20.2,5.1,7.5,41400,1.5,26.4,4 EST,14,8 EST,1.1,1,<3,18,<5.0,0.17,0.24,0.1,0.84,0.13,0.59
2018-09-06T00:00:00,10:20:00,20,8,7.5,42500,1.5,27.2,6 EST,12 EST,5 EST,1.6,1,<3,21,<5.0,0.079,0.071,0.051,0.46,0.07,0.39
2018-09-06T00:00:00,10:40:00,19.9,4.9,7.4,48900,1.5,26.1,9 EST,20,15,2.7,1.1,<3,14,<5.0,0.068,0.062,0.044,0.43,0.07,0.37
2018-09-06T00:00:00,11:05:00,19.7,5,7.4,38800,1.5,24.6,27,32,14,3.7,1.1,<3,16,<5.0,0.049,0.047,0.034,0.43,0.06,0.39
2018-09-06T00:00:00,11:30:00,20.1,5.3,7.3,35300,1.4,22.2,37,43,25,1.6,1,<3,21,<5.0,0.041,0.037,0.026,0.38,0.05,0.34
2018-10-25T00:00:00,07:50:00,24.8,6.4,7.6,26500,0.8,16.2,55,72,13,14,1.2,<3,11,23,0.007,0.071,0.021,0.61,0.07,0.54
2018-10-25T00:00:00,08:35:00,24.9,5.3,7.6,25200,1,15.4,55,74,14,14,1.2,<3,7,13,<0.005,0.095,0.021,0.66,0.07,0.57
2018-10-25T00:00:00,09:10:00,25.2,5.6,7.5,22500,1,13.6,61,71,14,11,1.2,<3,16,10,0.007,0.1,0.023,0.68,0.08,0.57
2018-10-25T00:00:00,09:40:00,25.5,5.2,7.4,19600,1,11.6,85,100,21,12,1.2,<3,12,10,0.005,0.14,0.035,0.7,0.08,0.55
2018-10-25T00:00:00,10:15:00,25.3,5.1,7.4,20200,1.1,12,140,210,27,11,1.2,<3,11,9,0.021,0.16,0.044,0.71,0.09,0.55
2018-10-25T00:00:00,10:40:00,25.6,5.3,7.5,20400,1,12.2,77,85,26,9.5,1.2,<3,9,9,0.015,0.16,0.039,0.71,0.08,0.56
2018-10-25T00:00:00,11:15:00,25.5,4.8,7.3,16100,1,9.4,200,240,53,6.5,1.1,<3,2,8,0.054,0.18,0.059,0.73,0.1,0.55
2018-10-25T00:00:00,12:00:00,25.6,4.4,7.2,11700,1,6.6,280,320,74,3.6,1.1,<3,7,7,0.069,0.16,0.054,0.63,0.09,0.48
2018-11-29T00:00:00,07:12:00,24.4,5.9,7.7,46700,0.8,30.3,14,16,4 EST,5.3,1.1,<3,24,14,<0.005,<0.005,0.037,0.35,0.09,0.35
2018-11-29T00:00:00,08:00:00,24.7,5.7,7.8,45800,1,29.7,3 EST,3 EST,8 EST,6.4,1.1,<3,30,7,<0.005,<0.005,0.04,0.39,0.1,0.39
2018-11-29T00:00:00,08:20:00,25.2,5.4,7.7,41700,1,26.7,14,17,10,5.9,1.1,<3,28,5,<0.005,<0.005,0.046,0.38,0.1,0.38
2018-11-29T00:00:00,08:42:00,25.8,5.6,7.6,35200,1,22.1,16,18,7 EST,4.3,1.1,<3,29,6,<0.005,0.011,0.05,0.41,0.11,0.39
2018-11-29T00:00:00,09:05:00,25.7,4.6,7.6,40900,1,26.2,15,16,10,4.8,1.1,<3,31,6,<0.005,<0.005,0.049,0.38,0.11,0.38
2018-11-29T00:00:00,09:30:00,26,4.7,7.6,40100,1,25.6,17,22,3 EST,3.7,1.1,<3,12,6,0.012,0.007,0.053,0.36,0.09,0.35
2018-11-29T00:00:00,10:08:00,26.1,4.7,7.5,38100,1.2,24.2,15,20,15,3.7,1.1,<3,11,6,0.017,0.007,0.054,0.38,0.09,0.37
2018-11-29T00:00:00,10:35:00,25.7,5.6,7.5,36500,1.1,23.1,27,27,12,4.8,1.1,<3,22,6,0.014,0.006,0.054,0.4,0.11,0.39
2019-01-17T00:00:00,07:50:00,28.9,5.8,7.7,44800,0.7,28.9,2 EST,2 EST,<1,13,1.2,<3,16,9,0.006,<0.005,0.059,0.44,0.11,0.44
2019-01-17T00:00:00,08:30:00,28.9,5.2,7.7,44400,0.7,28.6,3 EST,3 EST,<1,12,1.2,<3,13,8,0.007,<0.005,0.061,0.45,0.11,0.45
2019-01-17T00:00:00,09:00:00,29,4.9,7.7,42400,0.6,27.2,5 EST,5 EST,3 EST,13,1.2,<3,23,8,0.006,<0.005,0.067,0.51,0.12,0.51
2019-01-17T00:00:00,09:30:00,29.3,5.9,7.7,40800,0.6,26.1,6 EST,6 EST,3 EST,15,1.2,<3,22,7,0.006,<0.005,0.073,0.52,0.13,0.52
2019-01-17T00:00:00,09:55:00,29.4,4.4,7.7,41700,0.6,26.7,16,20,5 EST,19,1.2,<3,20,9,0.006,<0.005,0.076,0.53,0.14,0.53
2019-01-17T00:00:00,10:15:00,29.7,4.8,7.6,39500,0.7,25.1,8 EST,8 EST,2 EST,13,1.2,<3,28,8,0.006,<0.005,0.079,0.49,0.13,0.49
2019-01-17T00:00:00,10:35:00,29.9,4.2,7.5,37500,0.7,23.8,22,23,10 EST,11,1.2,<3,14,8,0.007,<0.005,0.082,0.45,0.12,0.45
2019-01-17T00:00:00,11:05:00,29.9,3.9,7.5,33200,0.7,20.7,50,54,26,11,1.2,<3,13,9,0.007,<0.005,0.069,0.45,0.11,0.45
2019-02-20T00:00:00,07:29:00,28,5.7,8.1,49700,0.8,32.5,1 EST,6 EST,2 EST,6.4,1.1,<3,35,12,0.018,<0.005,0.057,0.41,0.12,0.41
2019-02-20T00:00:00,08:22:00,27.5,5.2,7.9,46800,0.8,30.4,7 EST,8 EST,9 EST,8,1.2,<3,30,6,0.018,<0.005,0.058,0.44,0.13,0.44
2019-02-20T00:00:00,09:00:00,27.7,5.2,7.9,47500,0.8,30.9,14,14,4 EST,5.3,1.1,<3,38,10,0.018,<0.005,0.059,0.45,0.15,0.45
2019-02-20T00:00:00,09:32:00,27.8,5.2,7.9,47600,0.8,31,4 EST,4 EST,3 EST,8.2,1.1,<3,32,7,0.018,<0.005,0.061,0.46,0.14,0.46
2019-02-20T00:00:00,10:02:00,28.1,5.4,7.9,46600,0.8,30.3,17,27,5 EST,8.9,1.2,<3,27,6,0.018,<0.005,0.067,0.42,0.13,0.42
2019-02-20T00:00:00,10:27:00,28,5.1,7.9,46900,0.8,30.5,23,32,8 EST,11,1.2,<3,37,7,0.018,<0.005,0.063,0.42,0.13,0.42
2019-02-20T00:00:00,11:04:00,28.4,5.1,7.9,45000,1,29.1,250,250,35,9.1,1.2,<3,35,6,0.017,<0.005,0.075,0.44,0.13,0.44
2019-02-20T00:00:00,11:32:00,29.1,5.7,7.9,42700,1,27.5,14,19,5 EST,15,1.2,<3,25,8,0.017,<0.005,0.085,0.46,0.14,0.46
2019-03-21T00:00:00,07:12:00,26.7,4.4,7.4,26000,0.6,15.9,51,290,12,1.3,1,<3,14,10,0.11,0.25,0.071,0.91,0.14,0.67
2019-03-21T00:00:00,08:05:00,26.8,4.6,7.4,25600,0.7,15.6,53,310,5 EST,2.7,1,<3,20,12,0.12,0.23,0.068,0.9,0.15,0.66
2019-03-21T00:00:00,08:36:00,26.8,4.3,7.4,24900,0.6,15.1,63,250,14,4,1,<3,15,12,0.086,0.25,0.069,0.91,0.14,0.66
2019-03-21T00:00:00,09:10:00,26.9,4.2,7.4,23800,0.6,14.4,68,230,9 EST,2.7,1,<3,13,12,0.1,0.26,0.076,0.93,0.15,0.67
2019-03-21T00:00:00,09:55:00,27.1,4.5,7.4,24000,0.8,14.5,74,250,5 EST,4,1,<3,13,11,0.13,0.26,0.09,0.94,0.16,0.68
2019-03-21T00:00:00,10:24:00,27.3,4.1,7.4,23500,0.8,14.2,130,550,25,5.3,1,<3,9,12,0.13,0.29,0.094,0.99,0.15,0.7
2019-03-21T00:00:00,10:58:00,28.5,4.9,7.3,19500,0.8,11.6,56,290,14,8,1.1,<3,9,12,0.13,0.28,0.1,1.09,0.19,0.81
2019-03-21T00:00:00,11:32:00,27.7,3.7,7.1,15000,0.9,8.7,19,480,75,11,0.7,<3,4,11,0.26,0.29,0.13,0.99,0.21,0.7
2019-04-18T00:00:00,07:45:00,23,6.7,7.9,47100,0.8,30.6,10,14,3 EST,2.7,1,<3,13,28,<0.005,<0.005,0.04,0.38,0.09,0.38
2019-04-18T00:00:00,08:35:00,23.2,5.7,7.9,46200,0.8,30,8 EST,20,7 EST,<1,1,<3,9,19,0.007,<0.005,0.041,0.4,0.09,0.4
2019-04-18T00:00:00,09:10:00,23.5,6.1,7.9,44400,0.9,28.6,8 EST,13,2 EST,2.7,1,<3,10,16,0.005,<0.005,0.042,0.43,0.09,0.43
2019-04-18T00:00:00,09:50:00,24.3,5.9,7.8,40400,0.9,25.8,10,17,5 EST,2.7,1,<3,4,14,0.005,<0.005,0.045,0.44,0.11,0.44
2019-04-18T00:00:00,10:15:00,23.9,6.1,7.8,41800,0.9,26.8,14,32,11,2.7,1,<3,7,11,0.005,<0.005,0.048,0.45,0.11,0.45
2019-04-18T00:00:00,10:40:00,24,6.5,7.7,40100,0.9,25.6,23,41,8 EST,2.7,1,<3,9,11,0.012,<0.005,0.058,0.47,0.12,0.47
2019-04-18T00:00:00,11:15:00,24.4,5.3,7.5,35500,1.1,22.4,49,59,8 EST,2.7,1,<3,5,11,0.044,0.02,0.072,0.5,0.12,0.48
2019-04-18T00:00:00,11:55:00,24.1,5.2,7.5,31500,1.2,19.6,120,160,34,2.7,1,<3,5,11,0.052,0.029,0.074,0.55,0.12,0.52
2019-05-02T00:00:00,07:15:00,23.6,6.8,7.9,44600,1.1,28.8,6 EST,10 EST,5 EST,2.7,1,<3,12,7.2,<0.005,<0.005,0.032,0.32,0.08,0.32
2019-05-02T00:00:00,08:00:00,23.8,6.2,7.9,45000,1.1,29.1,6 EST,12 EST,3 EST,1.3,1,<3,5,6.5,<0.005,<0.005,0.039,0.37,0.08,0.37
2019-05-02T00:00:00,08:38:00,23.8,6.6,7.8,38800,1.4,24.7,12,18,7 EST,4,1,<3,6,5.8,<0.005,<0.005,0.039,0.37,0.08,0.37
2019-05-02T00:00:00,09:13:00,24.2,6.6,7.8,36300,1.2,22.9,19,35,12,6.7,1.1,<3,3,6.6,<0.005,<0.005,0.049,0.43,0.1,0.43
2019-05-02T00:00:00,09:40:00,24.3,6.3,7.8,37700,1.2,23.9,19,38,5 EST,9.3,1.1,<3,7,7.8,<0.005,<0.005,0.049,0.44,0.1,0.44
2019-05-02T00:00:00,10:02:00,24.5,6.1,7.7,36100,1.3,22.8,23,44,5 EST,6.7,1.1,<3,6,7.6,0.007,<0.005,0.054,0.45,0.11,0.45
2019-05-02T00:00:00,10:26:00,24.5,5.5,7.6,33000,1.4,20.6,60,78,15,5.3,1,<3,2,7,0.007,0.01,0.06,0.41,0.11,0.4
2019-05-02T00:00:00,10:45:00,24.2,5.5,7.5,29100,1.4,18,140,180,32,4,1,<3,5,7.1,0.021,0.021,0.065,0.41,0.11,0.39
2019-06-13T00:00:00,07:40:00,18.9,9.3,7.7,47300,1.4,30.6,4 EST,6 EST,<1,2.7,1,<3,16,7.4,<0.005,<0.005,0.027,0.35,0.06,0.35
2019-06-13T00:00:00,08:25:00,18.9,8.7,7.7,46400,1.3,30,3 EST,5 EST,2 EST,2.7,1,<3,25,5.3,<0.005,<0.005,0.03,0.39,0.06,0.39
2019-06-13T00:00:00,08:45:00,19.1,6.9,7.7,44000,1.4,28.3,3 EST,10 EST,4 EST,2.7,1,<3,13,5.3,<0.005,0.009,0.037,0.41,0.08,0.4
2019-06-13T00:00:00,09:20:00,20.1,6.4,7.5,38400,1.4,24.3,6 EST,10 EST,2 EST,<1,1,<3,26,5.6,0.02,0.009,0.035,0.41,0.08,0.4
2019-06-13T00:00:00,09:40:00,19.1,8.5,7.6,43500,1.3,27.9,3 EST,5 EST,3 EST,2.7,1,<3,28,6.1,0.028,0.02,0.047,0.41,0.08,0.39
2019-06-13T00:00:00,09:55:00,19.2,5.4,7.4,42200,1.5,27,9,14,5 EST,1.3,1,<3,13,5.5,0.046,0.032,0.049,0.42,0.08,0.39
2019-06-13T00:00:00,10:20:00,19.2,4.6,7.3,39800,1.6,25.3,38,52,23,2.7,1,<3,4,4.6,0.06,0.041,0.05,0.38,0.08,0.34
2019-06-13T00:00:00,10:50:00,19.3,5,7.3,37400,1.2,23.6,71,78,36,1.3,1,<3,13,4.8,0.052,0.045,0.049,0.37,0.08,0.33
2019-07-11T00:00:00,08:00:00,18.5,6.5,7.5,44500,1.2,28.6,3 EST,3 EST,1 EST,2.1,1,<3,21,<5.0,0.01,0.007,0.036,0.38,0.07,0.37
2019-07-11T00:00:00,08:35:00,18.5,7.2,7.5,43500,1.1,27.9,3 EST,8 EST,3 EST,2.1,1,<3,19,6,0.025,0.02,0.057,0.41,0.09,0.39
2019-07-11T00:00:00,09:00:00,19,8.6,7.5,39400,1.2,25,4 EST,8 EST,2 EST,3.2,1,<3,14,<5.0,0.037,0.024,0.06,0.41,0.09,0.39
2019-07-11T00:00:00,09:25:00,19.8,8.6,7.4,35500,1.2,22.3,7 EST,10 EST,5 EST,1.1,1,<3,19,6,0.058,0.03,0.055,0.44,0.09,0.41
2019-07-11T00:00:00,09:50:00,19,4.7,7.4,38600,1.4,24.5,11,14,5 EST,1.1,1,<3,18,12,0.072,0.04,0.049,0.43,0.08,0.39
